0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,score,eval_times,iter_times
0.7,0.3,0.6,0.2,0.1,0.2,0.1,0.4,0.2,0.6,0.0,0.3,0.7,0.5,0.5,0.7,1.0,0.5,0.4,0.8,0.6,0.8,0.4,0.4,0.1,0.2,0.6,0.5504639151435942,42814.47251009941,42944.53921031952
1.0,0.2,0.4,0.1,0.7,0.0,0.1,0.3,0.2,1.0,0.0,0.5,0.9,0.7,0.6,0.6,0.5,0.5,0.4,0.6,0.6,0.6,0.4,0.7,0.0,0.1,0.4,0.5463933172112343,42814.47251009941,42944.53921031952
1.0,0.2,0.4,0.1,0.7,0.0,0.1,0.3,0.2,1.0,0.0,0.5,0.9,0.3,0.6,0.6,0.5,0.5,0.4,0.6,0.6,0.6,0.4,0.0,0.0,0.1,0.4,0.56077774615923,42814.47251009941,42944.53921031952
1.0,0.2,0.4,0.1,0.7,0.0,0.1,0.3,0.4,1.0,0.0,0.9,0.9,0.0,0.6,0.6,0.4,0.5,0.4,0.6,0.6,0.6,0.4,0.0,0.0,0.0,0.4,0.5756395252250277,42814.47251009941,42944.53921031952
1.0,0.8,0.4,0.1,0.7,0.9,0.7,0.3,1.0,1.0,0.9,0.9,0.1,0.0,0.6,0.6,0.4,0.5,0.0,0.0,0.6,0.6,0.8,0.0,0.4,0.0,0.4,0.5629316858100364,42814.47251009941,42944.53921031952
0.0,0.2,0.4,0.1,0.7,0.0,0.7,0.3,1.0,1.0,0.0,0.9,0.9,0.0,0.6,0.6,0.4,0.5,0.4,0.0,0.6,0.6,0.0,0.0,0.0,0.0,0.4,0.5721888550013936,42814.47251009941,42944.53921031952
0.0,0.2,0.4,0.1,0.7,0.0,0.1,0.3,1.0,0.0,0.9,0.9,0.9,0.0,0.6,0.6,0.4,0.5,0.4,0.0,0.6,0.6,0.0,0.0,0.0,0.0,0.4,0.5698385339236626,42814.47251009941,42944.53921031952
1.0,0.2,0.4,0.1,0.7,0.0,0.1,0.3,1.0,1.0,0.0,0.9,0.9,0.0,0.6,0.6,0.4,0.5,0.4,0.3,0.6,0.6,0.0,0.0,0.0,0.0,0.4,0.5754494327109135,42814.47251009941,42944.53921031952
1.0,0.2,0.4,0.1,0.7,0.0,0.7,0.3,1.0,0.0,0.0,0.9,0.9,0.0,0.6,0.6,0.4,0.5,0.4,0.0,0.6,0.6,0.0,0.0,0.0,0.0,0.4,0.5696638236720041,42814.47251009941,42944.53921031952
1.0,0.2,0.4,0.1,0.7,0.0,0.1,0.3,1.0,1.0,0.0,0.9,0.9,0.0,0.6,0.6,0.4,0.5,0.4,0.0,0.6,0.6,0.4,0.0,0.0,0.0,0.4,0.5694261055254465,42814.47251009941,42944.53921031952
