0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,score,eval_times,iter_times
0.0,0.6,0.6,0.7,1.0,1.0,0.1,0.4,0.0,0.1,0.1,0.6,0.5,0.7,0.9,0.2,0.2,0.0,0.1,0.6,0.6,0.1,0.5,0.8,0.9,0.2,0.3,0.5636862033539597,52191.5010766983,52208.43175244331
0.5,0.2,0.5,0.5,0.9,0.6,0.7,0.7,0.9,0.4,0.0,0.2,1.0,0.7,0.8,0.7,0.0,0.7,0.0,0.7,0.4,0.9,0.3,0.3,0.3,1.0,0.2,0.547560799616897,52191.5010766983,52208.43175244331
0.5,0.2,0.5,0.5,0.9,0.6,0.7,0.7,0.9,0.4,1.0,0.2,1.0,0.7,0.8,0.7,0.4,0.7,0.0,0.1,0.4,0.9,0.3,0.3,0.3,1.0,0.6,0.525627829805324,52191.5010766983,52208.43175244331
0.5,0.2,0.5,0.5,0.9,0.6,0.7,0.8,0.9,0.4,0.0,0.2,1.0,0.7,0.8,0.7,0.0,0.7,0.0,0.7,0.4,0.9,0.3,0.3,0.3,1.0,0.2,0.5380181091267378,52191.5010766983,52208.43175244331
0.5,0.2,0.5,0.0,0.1,0.6,0.7,0.7,0.9,0.4,0.0,0.2,1.0,0.2,0.8,0.9,0.0,0.7,0.0,0.7,0.4,0.9,0.3,0.3,0.3,1.0,0.2,0.5931264152323341,52191.5010766983,52208.43175244331
0.5,0.1,0.5,0.0,0.1,0.6,0.7,0.7,0.9,0.4,0.0,0.2,1.0,0.2,0.8,0.9,0.4,0.7,0.0,0.7,0.4,0.9,0.3,0.2,0.3,1.0,0.2,0.5908737662491262,52191.5010766983,52208.43175244331
0.5,0.1,0.5,0.0,0.1,0.6,0.7,0.7,0.9,0.4,0.0,0.2,1.0,0.2,0.8,0.9,0.0,0.7,0.0,0.7,0.4,0.9,0.3,0.2,0.3,1.0,0.6,0.5784709194248064,52191.5010766983,52208.43175244331
0.5,0.2,0.5,0.0,0.1,0.6,0.7,0.7,0.9,0.4,0.0,0.2,1.0,0.2,0.8,0.7,0.4,0.8,0.0,0.7,0.4,1.0,0.3,0.3,0.2,1.0,0.2,0.57802831016787,52191.5010766983,52208.43175244331
0.5,0.1,0.5,0.0,0.1,0.6,0.7,0.7,0.9,0.4,0.0,0.2,1.0,0.2,0.8,0.9,0.0,0.7,0.0,0.7,0.4,0.9,0.3,0.2,0.3,1.0,0.2,0.5916499660740369,52191.5010766983,52208.43175244331
0.5,0.1,0.5,0.0,0.1,0.6,0.7,0.7,0.9,0.4,0.0,0.2,1.0,0.2,0.8,0.9,0.0,0.7,0.0,0.1,0.4,0.9,0.3,0.2,0.3,1.0,0.2,0.5708145809158286,52191.5010766983,52208.43175244331
0.5,0.1,0.5,0.0,0.1,0.6,0.7,0.7,0.9,0.4,0.0,0.2,1.0,0.2,0.8,0.9,0.0,0.7,0.0,0.7,0.4,0.9,0.3,0.3,0.2,1.0,0.2,0.5832196802911982,52191.5010766983,52208.43175244331
0.5,0.2,0.5,0.0,0.1,0.6,0.7,0.7,0.9,0.4,0.0,0.2,1.0,0.2,0.8,0.9,0.0,0.8,0.0,0.7,0.4,0.9,0.3,0.2,0.3,1.0,0.2,0.5922918700368656,52191.5010766983,52208.43175244331
0.5,0.2,0.5,0.0,0.1,0.6,0.7,0.7,0.9,0.4,0.0,0.2,1.0,0.2,0.8,0.9,0.0,0.7,0.0,0.7,0.4,1.0,0.3,0.2,0.3,1.0,0.2,0.580745935137919,52191.5010766983,52208.43175244331
0.5,0.2,0.5,0.0,0.1,0.6,0.7,0.7,0.9,0.4,0.0,0.2,1.0,0.2,0.8,0.9,0.0,0.8,0.0,0.7,0.4,0.9,0.3,0.3,0.3,1.0,0.2,0.5768028137773616,52191.5010766983,52208.43175244331
0.5,0.1,0.5,0.0,0.1,0.6,0.7,0.8,0.9,0.4,0.0,0.2,1.0,0.2,0.8,0.9,0.4,0.7,0.0,0.7,0.4,0.9,0.3,0.2,0.3,1.0,0.2,0.5929323211656949,52191.5010766983,52208.43175244331
0.5,0.2,0.5,0.0,0.1,0.6,0.7,0.8,0.9,0.4,0.0,0.2,1.0,0.2,0.8,0.9,0.4,0.7,0.0,0.7,0.4,0.9,0.3,0.2,0.3,1.0,0.2,0.5949126309094039,52191.5010766983,52208.43175244331
0.5,0.2,0.5,0.0,0.1,0.6,0.7,0.8,0.9,0.4,0.0,0.2,1.0,0.2,0.8,0.9,0.4,0.7,0.0,0.7,0.4,0.9,0.3,0.2,0.2,1.0,0.2,0.5984798735667183,52191.5010766983,52208.43175244331
0.5,0.2,0.5,0.0,0.1,0.6,0.7,0.8,0.9,0.4,0.0,0.2,1.0,0.2,0.8,0.9,0.4,0.7,0.0,0.7,0.4,0.9,0.3,0.2,0.2,1.0,0.2,0.5984798735667183,52191.5010766983,52208.43175244331
0.5,0.2,0.5,0.5,0.1,0.6,0.7,0.8,0.9,0.4,0.0,0.2,1.0,0.2,0.8,0.9,0.4,0.7,0.0,0.7,0.4,0.9,0.3,0.2,0.2,1.0,0.2,0.5945321767801676,52191.5010766983,52208.43175244331
0.5,0.1,0.5,0.5,0.1,0.6,0.7,0.7,0.9,0.4,0.0,0.2,1.0,0.2,0.8,0.9,0.4,0.7,0.0,0.7,0.4,0.9,0.3,0.2,0.3,1.0,0.2,0.580736146465177,52191.5010766983,52208.43175244331
0.5,0.2,0.5,0.0,0.1,0.6,0.7,0.8,0.9,0.4,0.0,0.2,1.0,0.7,0.8,0.9,0.4,0.7,0.0,0.7,0.4,0.9,0.3,0.2,0.2,1.0,0.2,0.5908802205225583,52191.5010766983,52208.43175244331
0.5,0.2,0.5,0.0,0.1,0.6,0.7,0.8,0.9,0.4,0.0,0.2,1.0,0.2,0.8,0.9,0.4,0.7,0.0,0.7,0.4,0.9,0.3,0.2,0.2,1.0,0.6,0.5844174971996718,52191.5010766983,52208.43175244331
0.5,0.2,0.5,0.0,0.1,0.6,0.7,0.8,0.9,0.4,0.0,0.2,1.0,0.2,0.8,0.9,0.4,0.8,0.0,0.7,0.4,0.9,0.3,0.2,0.2,1.0,0.2,0.5926207689800314,52191.5010766983,52208.43175244331
0.5,0.2,0.5,0.0,0.1,0.6,0.7,0.8,0.9,0.4,0.0,0.2,1.0,0.2,0.8,0.9,0.4,0.7,0.0,0.7,0.4,0.9,0.3,0.3,0.2,1.0,0.2,0.5977908932226276,52191.5010766983,52208.43175244331
0.5,0.2,0.5,0.0,0.1,0.6,0.7,0.7,0.9,0.4,0.0,0.2,1.0,0.2,0.8,0.9,0.4,0.7,0.0,0.7,0.4,0.9,0.3,0.2,0.2,1.0,0.2,0.5834214416338076,52191.5010766983,52208.43175244331
0.5,0.2,0.5,0.0,0.1,0.6,0.7,0.8,0.9,0.4,0.0,0.2,1.0,0.2,0.8,0.9,0.4,0.7,0.0,0.7,0.4,0.9,0.3,0.3,0.3,1.0,0.2,0.5948148126425631,52191.5010766983,52208.43175244331
0.5,0.1,0.5,0.0,0.1,0.6,0.7,0.8,0.9,0.4,0.0,0.2,1.0,0.2,0.8,0.9,0.4,0.7,0.0,0.7,0.4,0.9,0.3,0.3,0.2,1.0,0.2,0.5951613722952679,52191.5010766983,52208.43175244331
0.5,0.2,0.5,0.0,0.1,0.6,0.7,0.8,0.9,0.4,1.0,0.2,1.0,0.2,0.8,0.9,0.4,0.7,0.0,0.7,0.4,0.9,0.3,0.2,0.2,1.0,0.2,0.5740030617404922,52191.5010766983,52208.43175244331
